date cvd tmpd o3mean
1995-07-19 49 69 1.4387
1995-07-20 29 69.75 4.5283
1995-07-21 46 69.25 5.8115
1995-07-22 39 69.5 12.572
1995-07-23 48 70.25 20.2625
1995-07-24 46 70.25 19.2282
1995-07-25 31 70.25 20.4955
1995-07-26 37 70.5 15.2338
1995-07-27 51 73 6.099
1995-07-28 36 74.5 2.6304
1995-07-29 38 78 18.423
1995-07-30 51 71.5 11.5308
1995-07-31 35 72.25 7.3713
1995-08-01 43 72.75 6.5971
1995-08-02 37 71 11.4132
1995-08-03 42 71 15.7305
1995-08-04 28 70.5 12.0219
1995-08-05 52 70.25 15.9375
1995-08-06 38 69.5 12.2667
1995-08-07 34 73 4.9616
1995-08-08 27 72.75 9.2478
1995-08-09 52 71.5 12.8412
1995-08-10 45 69.25 6.5463
1995-08-11 43 72.25 13.608
1995-08-12 46 72.75 13.8438
1995-08-13 44 69.5 9.3504
1995-08-14 43 66.75 3.893
1995-08-15 37 69 10.3048
1995-08-16 47 68.25 9.6269
1995-08-17 29 69.25 7.8755
1995-08-18 41 71.5 11.0301
1995-08-19 42 70.5 15.7719
1995-08-20 50 70.25 14.2182
1995-08-21 38 71.5 9.3195
1995-08-22 41 71.75 6.1661
1995-08-23 38 70.25 2.7536
1995-08-24 37 69.25 0.1872
1995-08-25 37 70 2.0093
1995-08-26 43 71.75 2.9593
1995-08-27 50 74.75 9.6799
1995-08-28 41 76.75 2.6966
1995-08-29 52 79.25 8.5936
1995-08-30 45 78.5 10.3481
1995-08-31 33 75.75 5.0227
1995-09-01 34 74.5 8.5311
1995-09-02 52 77.25 14.9394
1995-09-03 38 75.75 10.2427
1995-09-04 49 74.5 10.5135
1995-09-05 46 75.25 8.0548
1995-09-06 42 79.25 1.3089
1995-09-07 49 77.5 5.1843
1995-09-08 43 70.5 2.2611
1995-09-09 35 70.25 5.5186
1995-09-10 39 68 9.5671
1995-09-11 44 72.25 10.6174
1995-09-12 32 75.25 12.9559
1995-09-13 41 74.75 11.1479
1995-09-14 41 75.25 14.1299
1995-09-15 43 74.25 13.2422
1995-09-16 48 71.5 25.2289
1995-09-17 36 68.75 21.6526
1995-09-18 32 69.5 11.5036
1995-09-19 32 71 12.6616
1995-09-20 30 70.5 6.5639
1995-09-21 35 69.25 6.0164
1995-09-22 35 69.5 9.1847
1995-09-23 38 69.25 11.5288
1995-09-24 35 71.25 10.6663
1995-09-25 39 69.25 -1.4445
1995-09-26 41 68.5 -8.7704
1995-09-27 46 68.5 2.5164
1995-09-28 39 68 -1.5425
1995-09-29 46 66.5 -2.5031
1995-09-30 40 71.75 1.8777
1995-10-01 44 70.5 8.409
1995-10-02 38 77 4.2448
1995-10-03 50 71.5 5.9864
1995-10-04 30 70.75 2.7156
1995-10-05 47 72 -5.7819
1995-10-06 38 68.5 -6.015
1995-10-07 31 68.25 6.2041
1995-10-08 47 68.5 12.4281
1995-10-09 52 67.5 4.6768
1995-10-10 36 67.25 0.0271
1995-10-11 37 67.75 6.3721
1995-10-12 45 68.25 11.8848
1995-10-13 30 67.75 4.5527
1995-10-14 35 68 2.3073
1995-10-15 45 65.75 -1.8488
1995-10-16 34 65.25 -5.8661
1995-10-17 35 65.5 -2.3882
1995-10-18 38 65.75 0.6242
1995-10-19 43 67.25 5.7035
1995-10-20 53 66.75 6.4447
1995-10-21 42 65 10.765
1995-10-22 44 65.75 13.4391
1995-10-23 49 67.5 -6.2275
1995-10-24 29 64 -8.4069
1995-10-25 32 62.75 -6.8382
1995-10-26 53 64.25 -3.5809
1995-10-27 48 68.5 3.1199
1995-10-28 33 64.75 -7.9793
1995-10-29 50 66.25 -0.2994
1995-10-30 47 65.75 -4.6257
1995-10-31 40 62 -13.6294
1995-11-01 41 61.25 -16.0989
1995-11-02 44 62.75 -13.0085
1995-11-03 47 63 -11.6461
1995-11-04 39 64.25 -9.0023
1995-11-05 44 64.75 -1.6798
1995-11-06 41 63.5 -0.7713
1995-11-07 48 63.25 -9.6877
1995-11-08 51 65.25 -6.9189
1995-11-09 35 63.5 -4.8237
1995-11-10 42 65.5 -6.2354
1995-11-11 31 65.5 -8.0382
1995-11-12 44 64.75 -3.447
1995-11-13 57 64.5 -9.1902
1995-11-14 30 62 -11.6219
1995-11-15 46 61.5 -14.6235
1995-11-16 47 62 -13.3929
1995-11-17 49 62.75 -10.1565
1995-11-18 37 60.75 -7.4796
1995-11-19 53 61.75 -1.2095
1995-11-20 41 60.75 -5.1328
1995-11-21 51 61.25 -9.5471
1995-11-22 50 59 -13.6983
1995-11-23 44 63.75 -8.5391
1995-11-24 49 62.25 -12.5952
1995-11-25 47 62 -10.1896
1995-11-26 38 59.75 -4.5909
1995-11-27 46 64.25 -6.4614
1995-11-28 48 65 -13.7364
1995-11-29 40 66.5 -15.8427
1995-11-30 65 63.75 -17.6036
1995-12-01 46 60.75 -15.8845
1995-12-02 47 60.5 -10.3436
1995-12-03 40 60.5 -5.6788
1995-12-04 50 60.75 -9.922
1995-12-05 55 63.25 -13.7518
1995-12-06 49 63.75 -10.4824
1995-12-07 51 63.25 -10.0036
1995-12-08 43 60 -12.3948
1995-12-09 53 60 -11.1545
1995-12-10 42 59.75 -9.9929
1995-12-11 38 58.5 -17.5684
1995-12-12 43 60.25 -13.4766
1995-12-13 34 60 -12.7967
1995-12-14 56 59.25 -14.1606
1995-12-15 50 59.5 -15.5441
1995-12-16 50 57.5 -5.5348
1995-12-17 44 55.5 -12.0855
1995-12-18 47 53.75 -16.1843
1995-12-19 49 57.25 -13.5451
1995-12-20 63 57 -14.3464
1995-12-21 51 53.5 -15.0998
1995-12-22 62 55.75 -12.6546
1995-12-23 80 51.75 -5.6807
1995-12-24 44 55.75 -9.5019
1995-12-25 53 57.5 -8.7411
1995-12-26 50 59 -12.7331
1995-12-27 69 59.5 -16.0239
1995-12-28 71 55.25 -15.0205
1995-12-29 68 58.5 -16.2694
1995-12-30 52 58.75 -13.9878
1995-12-31 52 59.25 -11.1926
1996-01-01 70 63.5 -1.9133
1996-01-02 66 62.25 -12.9956
1996-01-03 52 57.5 -15.1542
1996-01-04 64 55.25 -15.246
1996-01-05 60 56.5 -14.5927
1996-01-06 53 59.25 -16.3425
1996-01-07 69 67.25 -12.4449
1996-01-08 51 61 -16.5011
1996-01-09 72 57 -16.7853
1996-01-10 45 59 -14.8819
1996-01-11 50 67.75 -11.5438
1996-01-12 53 67.75 -15.3914
1996-01-13 52 60.25 -15.6806
1996-01-14 59 58.25 -13.0013
1996-01-15 55 59.25 -12.4339
1996-01-16 52 58.5 -15.9099
1996-01-17 45 60.25 -7.7517
1996-01-18 58 56.75 -13.7483
1996-01-19 53 57.75 -7.3866
1996-01-20 60 57.25 -9.0112
1996-01-21 54 52.25 -13.5791
1996-01-22 53 52.75 -7.975
1996-01-23 49 49.25 -13.7926
1996-01-24 41 49.75 -14.9697
1996-01-25 50 54.25 -17.9983
1996-01-26 37 54 -14.1577
1996-01-27 49 52.5 -14.6624
1996-01-28 52 56.75 -10.1578
1996-01-29 53 55 -14.2205
1996-01-30 57 55.25 -17.9837
1996-01-31 46 55.75 -11.7748
1996-02-01 57 59.25 -10.8818
1996-02-02 47 58.75 -11.9748
1996-02-03 48 56.5 -17.8116
1996-02-04 45 60.5 -10.1639
1996-02-05 49 62.25 -16.5715
1996-02-06 42 61.5 -14.8561
1996-02-07 53 69.25 -13.1458
1996-02-08 49 66 -11.0697
1996-02-09 45 58 -9.9849
1996-02-10 46 60.75 -6.9234
1996-02-11 38 60.5 -7.2813
1996-02-12 49 66 -14.31
1996-02-13 57 62.75 -13.1879
1996-02-14 43 58.5 -12.1484
1996-02-15 46 59 -15.0238
1996-02-16 58 62 -14.2296
1996-02-17 57 62.25 -14.2122
1996-02-18 53 61 -7.2342
1996-02-19 48 60.75 -8.8044
1996-02-20 44 59.5 -10.0495
1996-02-21 42 58 -5.2341
1996-02-22 37 54.5 -5.4077
1996-02-23 43 55.75 -9.3177
1996-02-24 50 52 -3.1925
1996-02-25 51 50 -0.8624
1996-02-26 51 48.25 -6.6393
1996-02-27 46 46.25 -12.4286
1996-02-28 41 49 -10.187
1996-02-29 52 52.5 -11.1735
1996-03-01 53 61.25 -9.2999
1996-03-02 49 61.5 -5.9188
1996-03-03 49 58 -13.8972
1996-03-04 44 55.5 -10.9011
1996-03-05 45 57.75 -2.9768
1996-03-06 44 58.25 -7.9916
1996-03-07 46 66 -8.5685
1996-03-08 46 67.25 -9.8891
1996-03-09 56 63.75 -6.1347
1996-03-10 41 59 0.0616
1996-03-11 38 60.5 -5.6035
1996-03-12 50 57.25 -2.796
1996-03-13 43 56 -4.2255
1996-03-14 44 55.75 -9.6054
1996-03-15 40 57.75 -8.8123
1996-03-16 44 60 -0.3755
1996-03-17 40 60 4.9583
1996-03-18 33 61 4.9474
1996-03-19 48 60.5 2.7157
1996-03-20 42 60.75 4.5846
1996-03-21 45 62.25 11.8696
1996-03-22 50 61 10.0287
1996-03-23 50 61 5.9831
1996-03-24 34 57.75 2.845
1996-03-25 34 56.75 0.6543
1996-03-26 32 59.75 -3.0724
1996-03-27 45 59.25 -1.4067
1996-03-28 49 58.75 -5.9228
1996-03-29 56 56.25 -0.7721
1996-03-30 55 59.75 0.3684
1996-03-31 48 61 4.6961
1996-04-01 46 60.25 -8.1756
1996-04-02 53 60 -4.9126
1996-04-03 49 59.25 -1.9691
1996-04-04 38 61.5 -3.6186
1996-04-05 40 68.5 -1.9479
1996-04-06 57 73 3.7032
1996-04-07 47 66.75 10.9846
1996-04-08 31 62 4.0725
1996-04-09 42 60.5 -1.7566
1996-04-10 44 59.5 -2.0326
1996-04-11 45 60.5 0.2126
1996-04-12 43 62 0.9572
1996-04-13 42 61.5 7.3727
1996-04-14 44 66.75 8.3371
1996-04-15 36 66.75 7.2972
1996-04-16 54 61.25 -9.8069
1996-04-17 46 62.75 1.4031
1996-04-18 34 63.75 4.9443
1996-04-19 46 60.25 -1.4309
1996-04-20 40 61.75 4.9961
1996-04-21 46 60.25 6.3885
1996-04-22 39 65 0.6478
1996-04-23 35 69.25 5.5405
1996-04-24 38 68.25 2.1144
1996-04-25 42 68 3.9721
1996-04-26 57 66 5.7896
1996-04-27 40 65.75 22.9596
1996-04-28 28 67.25 19.3088
1996-04-29 42 76.75 5.4695
1996-04-30 49 75 17.66
1996-05-01 38 71.5 11.5723
1996-05-02 51 67.5 5.2719
1996-05-03 45 66.25 5.6108
1996-05-04 39 67 17.3707
1996-05-05 43 67 17.9373
1996-05-06 43 68 11.1642
1996-05-07 52 66.5 8.6795
1996-05-08 40 65.75 6.0789
1996-05-09 43 66.5 7.4278
1996-05-10 43 68.75 12.1067
1996-05-11 41 73.75 21.6687
1996-05-12 41 71.25 22.2997
1996-05-13 48 67.25 10.254
1996-05-14 39 68.25 6.419
1996-05-15 39 68.5 -8.5711
1996-05-16 27 67.5 -13.9051
1996-05-17 30 68 -2.1619
1996-05-18 35 67 1.2991
1996-05-19 39 66.25 8.76
1996-05-20 38 65.25 8.2751
1996-05-21 46 65.75 2.2595
1996-05-22 38 64.75 -2.0728
1996-05-23 46 62.75 4.807
1996-05-24 44 63.75 4.4477
1996-05-25 44 63 4.39
1996-05-26 31 62.75 8.4758
1996-05-27 45 63.5 8.5685
1996-05-28 36 63.5 6.2162
1996-05-29 42 63.5 8.5728
1996-05-30 42 63 6.5291
1996-05-31 35 64 4.9842
1996-06-01 39 69.75 16.5944
1996-06-02 41 74 21.8548
1996-06-03 47 70.75 10.8103
1996-06-04 29 67 9.9121
1996-06-05 35 68.25 8.9455
1996-06-06 43 67.75 11.1434
1996-06-07 44 68.25 16.2268
1996-06-08 37 68.5 24.8722
1996-06-09 25 68.75 26.0196
1996-06-10 53 68.75 13.4819
1996-06-11 42 68.25 10.3568
1996-06-12 38 67.25 11.094
1996-06-13 49 68.25 15.23
1996-06-14 28 68.25 15.6766
1996-06-15 38 68 20.3079
1996-06-16 33 66 19.8189
1996-06-17 25 67.5 11.1622
1996-06-18 42 70 15.831
1996-06-19 39 69 9.805
1996-06-20 45 66.5 5.7903
1996-06-21 40 67 9.9253
1996-06-22 42 66 10.5926
1996-06-23 42 66 13.9126
1996-06-24 39 67.5 9.766
1996-06-25 29 66.75 -3.913
1996-06-26 34 63.5 -3.0803
1996-06-27 52 63.75 -6.0629
1996-06-28 43 66.75 -0.2914
1996-06-29 45 77.25 12.3932
1996-06-30 36 77 21.7421
1996-07-01 41 73.75 5.4966
1996-07-02 48 72.5 2.6627
1996-07-03 35 72 -3.4562
1996-07-04 28 69.75 23.3317
1996-07-05 53 72 16.0806
1996-07-06 29 70.5 13.6586
1996-07-07 32 65.25 14.4987
1996-07-08 41 64.5 11.0328
1996-07-09 44 68.25 7.2996
1996-07-10 44 71 2.3494
1996-07-11 44 71.25 2.5683
1996-07-12 38 70.5 1.0448
1996-07-13 46 69.75 6.5627
1996-07-14 37 70 8.2229
1996-07-15 42 70 9.6775
1996-07-16 31 70.75 6.3892
1996-07-17 32 69.5 6.2812
1996-07-18 37 69.75 12.8384
1996-07-19 43 70.5 15.765
1996-07-20 37 69.5 14.7726
1996-07-21 33 71.25 13.7636
1996-07-22 36 71.75 6.9333
1996-07-23 45 69.75 1.266
1996-07-24 40 71 6.8436
1996-07-25 42 72.5 5.2405
1996-07-26 39 76 -0.9497
1996-07-27 30 74.25 3.8463
1996-07-28 34 72 4.1392
1996-07-29 41 73.75 1.0559
1996-07-30 51 75.75 6.992
1996-07-31 43 74.25 12.0224
1996-08-01 40 73 12.3398
1996-08-02 47 72 11.0537
1996-08-03 42 72 10.4774
1996-08-04 37 70.5 13.6328
1996-08-05 36 70.5 3.3848
1996-08-06 32 70.25 7.8137
1996-08-07 36 70.25 7.7944
1996-08-08 45 72 10.9363
1996-08-09 35 72.25 18.3036
1996-08-10 23 72.75 22.2677
1996-08-11 35 73.5 22.15
1996-08-12 43 74.75 12.3902
1996-08-13 35 77.75 11.3658
1996-08-14 43 78 13.459
1996-08-15 46 77.25 4.7285
1996-08-16 42 75.25 2.4635
1996-08-17 40 72.25 9.762
1996-08-18 28 71.5 10.9333
1996-08-19 33 72.5 11.5394
1996-08-20 41 72.75 7.9484
1996-08-21 43 73.5 12.9982
1996-08-22 46 74 11.0267
1996-08-23 42 73.25 7.794
1996-08-24 40 73.75 5.1329
1996-08-25 32 74 6.3549
1996-08-26 49 72.25 -0.7858
1996-08-27 43 74 6.788
1996-08-28 34 75.25 15.0311
1996-08-29 30 80 15.7093
1996-08-30 45 80.75 6.0703
1996-08-31 37 79 3.6993
1996-09-01 35 74.25 6.415
1996-09-02 44 72.75 6.3646
1996-09-03 28 71.5 6.081
1996-09-04 43 69.5 5.1094
1996-09-05 34 70.5 2.1871
1996-09-06 37 73.75 -0.2612
1996-09-07 42 74.75 0.5425
1996-09-08 33 73.75 0.4749
1996-09-09 32 73.25 -4.1342
1996-09-10 36 71 -3.2644
1996-09-11 31 70 -0.7896
1996-09-12 51 68.25 -4.2294
1996-09-13 34 68 -9.0175
1996-09-14 44 68.25 -1.1631
1996-09-15 44 69.25 6.6772
1996-09-16 36 69 1.1331
1996-09-17 44 69.75 0.5511
1996-09-18 39 70 4.0011
1996-09-19 42 70.5 2.0298
1996-09-20 38 72.25 9.9104
1996-09-21 36 70.25 9.5215
1996-09-22 38 69 10.1774
1996-09-23 40 68.5 3.8048
1996-09-24 33 68.25 2.5433
1996-09-25 45 68.25 5.3659
1996-09-26 29 67.25 8.6166
1996-09-27 45 68.5 4.8662
1996-09-28 39 67.75 1.8222
1996-09-29 28 69.25 10.2899
1996-09-30 31 67.25 7.991
1996-10-01 34 66.25 1.133
1996-10-02 36 66.75 -2.2754
1996-10-03 40 67.25 0.9719
1996-10-04 42 65.75 -1.1511
1996-10-05 43 66.5 14.6278
1996-10-06 31 69 15.0453
1996-10-07 40 68.25 -1.4017
1996-10-08 39 67.5 -4.3465
1996-10-09 38 66.25 -0.5579
1996-10-10 40 66.75 -1.7904
1996-10-11 30 65.25 -8.4457
1996-10-12 39 65.75 0.5358
1996-10-13 42 64.5 2.6875
1996-10-14 39 65 0.1466
1996-10-15 38 64 1.6338
1996-10-16 48 65.25 10.6286
1996-10-17 36 66.25 6.2735
1996-10-18 36 64 7.5956
1996-10-19 32 67 9.436
1996-10-20 43 63 2.8798
1996-10-21 46 64.75 -5.9695
1996-10-22 33 64 -7.8348
1996-10-23 49 61 -8.6134
1996-10-24 34 61.75 -2.3922
1996-10-25 33 63.5 -0.7264
1996-10-26 37 63.75 1.7224
1996-10-27 45 63 0.2964
1996-10-28 56 59.5 -4.6811
1996-10-29 50 58.25 -4.2651
1996-10-30 45 55.75 -6.9713
1996-10-31 37 55 -10.7037
1996-11-01 35 60.25 -10.1484
1996-11-02 43 58.75 -7.5452
1996-11-03 40 59.25 -2.5966
1996-11-04 48 60.5 -5.6742
1996-11-05 68 59.25 -4.7441
1996-11-06 46 58.75 -10.0274
1996-11-07 43 67.25 -10.9213
1996-11-08 55 73.5 -9.7634
1996-11-09 44 77 -11.0289
1996-11-10 42 72.5 -12.4595
1996-11-11 49 66.75 -12.5319
1996-11-12 38 66.5 -13.9792
1996-11-13 46 61.25 -14.3111
1996-11-14 41 57 -3.8489
1996-11-15 47 57.5 -9.4315
1996-11-16 47 56.5 -8.7068
1996-11-17 49 59.25 -10.9198
1996-11-18 41 61 -13.1496
1996-11-19 48 59.5 -15.7202
1996-11-20 44 61.5 -16.4236
1996-11-21 28 62 -19.6323
1996-11-22 53 62.25 -8.4974
1996-11-23 47 59.25 -11.1625
1996-11-24 37 60.75 -11.4577
1996-11-25 38 59.75 -15.1977
1996-11-26 31 64.75 -8.8061
1996-11-27 35 62.5 -7.2477
1996-11-28 28 56.75 -8.3332
1996-11-29 49 58.5 1.7469
1996-11-30 44 53.75 -11.7301
1996-12-01 54 53.25 -11.0386
1996-12-02 43 57 -11.9586
1996-12-03 54 56 -15.7245
1996-12-04 51 56.25 -16.4128
1996-12-05 48 53 -18.8576
1996-12-06 47 58.25 -14.6823
1996-12-07 39 56 -14.5042
1996-12-08 40 59 -14.0106
1996-12-09 54 56.5 -15.7564
1996-12-10 49 58.75 -8.1127
1996-12-11 46 59.25 -13.2776
1996-12-12 40 62 -17.3269
1996-12-13 45 60.25 -17.1473
1996-12-14 47 63.75 -9.6135
1996-12-15 47 58 -7.2046
1996-12-16 45 58.25 -15.9323
1996-12-17 47 60.75 -14.5695
1996-12-18 47 56.25 -12.1123
1996-12-19 60 57.5 -15.434
1996-12-20 53 53.5 -17.9606
1996-12-21 49 52.75 -9.3266
1996-12-22 37 58.25 -2.2071
1996-12-23 45 55.25 -13.9412
1996-12-24 62 58 -15.2444
1996-12-25 52 58.5 -11.5778
1996-12-26 53 54.25 -17.8177
1996-12-27 58 55.25 -15.6811
1996-12-28 51 58.25 -15.1113
1996-12-29 41 57.5 -16.837
1996-12-30 43 59.75 -19.3775
1996-12-31 68 60.25 -20.0179
1997-01-01 49 63.25 -19.1063
1997-01-02 57 60.75 -20.4493
1997-01-03 57 60.25 -14.3546
1997-01-04 56 56.5 -13.331
1997-01-05 36 54.75 -2.8374
1997-01-06 66 53.5 3.4165
1997-01-07 63 56 -10.5482
1997-01-08 57 53.75 -17.5288
1997-01-09 75 53.25 -17.196
1997-01-10 59 53.5 -17.1905
1997-01-11 68 52.25 -11.5436
1997-01-12 65 51.5 -14.2137
1997-01-13 56 52 -8.0736
1997-01-14 48 52.25 -15.3795
1997-01-15 74 50 -14.6238
1997-01-16 74 53.5 -11.029
1997-01-17 67 57.5 -12.704
1997-01-18 46 61.5 -12.0409
1997-01-19 42 57.25 -11.5685
1997-01-20 56 54.5 -12.3209
1997-01-21 60 51.75 -15.6711
1997-01-22 55 54.5 -16.3644
1997-01-23 44 59 -9.1418
1997-01-24 57 57.75 -12.8878
1997-01-25 48 55.5 -16.5081
1997-01-26 71 59.25 -7.6257
1997-01-27 44 59.75 -12.702
1997-01-28 40 64 -13.8813
1997-01-29 50 64.25 -9.6083
1997-01-30 59 64 -12.2584
1997-01-31 53 61 -13.6423
1997-02-01 52 55.5 -12.3523
1997-02-02 59 57.75 -2.0223
1997-02-03 45 58 -11.2004
1997-02-04 54 55.75 -12.8904
1997-02-05 47 57.25 -11.2989
1997-02-06 51 57.25 -11.3666
1997-02-07 45 57 -14.0732
1997-02-08 60 53.25 -12.3962
1997-02-09 47 54 -6.7818
1997-02-10 52 55 -11.3963
1997-02-11 50 55.25 -11.2188
1997-02-12 50 54.25 -9.7128
1997-02-13 50 57.5 -9.0774
1997-02-14 60 59.75 -12.598
1997-02-15 46 65.25 -12.8396
1997-02-16 60 65 -13.9975
1997-02-17 52 55 -8.241
1997-02-18 51 62.5 -6.0661
1997-02-19 48 59.5 -9.9181
1997-02-20 54 65.5 -3.5447
1997-02-21 44 61.25 -9.7143
1997-02-22 52 58.25 -7.8441
1997-02-23 48 57.75 0.8526
1997-02-24 52 58.75 5.6544
1997-02-25 48 57.5 0.2938
1997-02-26 66 57.25 -3.4336
1997-02-27 58 57.5 -3.3238
1997-02-28 44 56 -3.8139
1997-03-01 40 54.25 -4.2394
1997-03-02 52 53.25 -2.4319
1997-03-03 53 54 -6.586
1997-03-04 49 57 -4.8757
1997-03-05 44 64 -7.6471
1997-03-06 54 61.75 -8.3925
1997-03-07 56 58 -8.0604
1997-03-08 45 57.75 0.9608
1997-03-09 41 62.25 1.9306
1997-03-10 46 73.25 -6.5748
1997-03-11 39 65.75 -8.3954
1997-03-12 57 58 -4.3308
1997-03-13 43 59 -2.575
1997-03-14 44 59 0.0393
1997-03-15 46 59.75 15.4604
1997-03-16 64 60.25 16.3195
1997-03-17 40 58.5 -1.6756
1997-03-18 56 63.5 -5.6924
1997-03-19 40 71.75 -2.9625
1997-03-20 44 69.25 0.1456
1997-03-21 38 60.25 -5.5131
1997-03-22 36 61 7.677
1997-03-23 40 59.75 4.5533
1997-03-24 45 61.25 -2.7211
1997-03-25 39 63 -4.2041
1997-03-26 47 62 5.985
1997-03-27 43 61.5 9.5228
1997-03-28 47 61.25 4.7476
1997-03-29 41 62.5 3.746
1997-03-30 30 60.5 9.1798
1997-03-31 50 60.5 5.0608
1997-04-01 43 58.75 3.3401
1997-04-02 47 58.25 9.93
1997-04-03 33 57.75 0.677
1997-04-04 34 57.5 5.3665
1997-04-05 41 57.75 6.8416
1997-04-06 44 57.5 4.9766
1997-04-07 35 58.5 0.2227
1997-04-08 47 59.25 3.2864
1997-04-09 46 59.5 3.4606
1997-04-10 60 58.5 -1.3825
1997-04-11 37 59.25 -0.681
1997-04-12 42 60.25 3.9783
1997-04-13 46 63.75 8.2591
1997-04-14 42 63.75 1.8025
1997-04-15 40 63.5 2.1637
1997-04-16 38 62 2.979
1997-04-17 39 61.5 5.4787
1997-04-18 43 61.5 -1.5635
1997-04-19 33 63.75 -4.2099
1997-04-20 54 64.75 0.0367
1997-04-21 42 71.75 0.2384
1997-04-22 52 69.75 6.0186
1997-04-23 48 67.75 8.7439
1997-04-24 50 66.75 8.9852
1997-04-25 39 67.5 1.4235
1997-04-26 42 69.25 10.4138
1997-04-27 36 65.25 10.1635
1997-04-28 42 63.5 9.9558
1997-04-29 39 62.75 7.4546
1997-04-30 39 63.5 8.1163
1997-05-01 46 65.75 6.6404
1997-05-02 42 65.5 9.0671
1997-05-03 38 67.25 19.7697
1997-05-04 43 67.5 20.6439
1997-05-05 49 68.5 11.6652
1997-05-06 28 69.5 10.6971
1997-05-07 54 70.5 12.2553
1997-05-08 30 68.25 11.3468
1997-05-09 45 68.25 11.9776
1997-05-10 40 66.25 15.7547
1997-05-11 37 65.75 19.6638
1997-05-12 36 67 20.1895
1997-05-13 53 68.25 22.7686
1997-05-14 48 68.5 23.6346
1997-05-15 38 70.5 19.407
1997-05-16 36 69.25 18.8804
1997-05-17 37 68.75 10.1618
1997-05-18 42 67.25 14.6204
1997-05-19 35 67 6.3472
1997-05-20 37 68.5 8.5782
1997-05-21 27 68.25 13.4585
1997-05-22 51 68.5 14.8561
1997-05-23 43 69 2.8575
1997-05-24 33 70 1.158
1997-05-25 38 67.25 8.8321
1997-05-26 45 68.75 14.1288
1997-05-27 35 73.25 5.447
1997-05-28 28 76.25 10.8606
1997-05-29 46 76.25 12.5454
1997-05-30 42 71 7.3734
1997-05-31 35 72.25 9.4965
1997-06-01 40 71.25 8.2158
1997-06-02 43 69.75 4.3834
1997-06-03 39 71.25 11.5474
1997-06-04 39 71.25 4.4053
1997-06-05 35 68 -0.2135
1997-06-06 47 68.5 6.9947
1997-06-07 35 68.25 9.2109
1997-06-08 45 70 16.9099
1997-06-09 40 70.75 10.453
1997-06-10 32 69.75 9.6536
1997-06-11 45 68.25 12.9937
1997-06-12 40 67.25 5.9359
1997-06-13 36 66 5.3247
1997-06-14 42 66.5 3.5221
1997-06-15 37 67 5.603
1997-06-16 44 69.25 4.6464
1997-06-17 38 69.5 8.5729
1997-06-18 39 69.25 12.2042
1997-06-19 38 70.25 12.3987
1997-06-20 36 69.25 12.6848
1997-06-21 38 69 15.1523
1997-06-22 31 69 15.5407
1997-06-23 45 69 10.295
1997-06-24 36 68.5 12.8288
1997-06-25 25 69.25 15.7443
1997-06-26 32 69.5 19.3366
1997-06-27 46 69.75 22.6477
1997-06-28 41 69.75 20.4763
1997-06-29 37 69 8.9323
1997-06-30 45 69.5 0.9756
1997-07-01 38 72.75 5.9509
1997-07-02 36 74 17.5793
1997-07-03 46 75.75 16.9536
1997-07-04 46 72.75 25.1411
1997-07-05 43 71 21.1997
1997-07-06 44 70.5 20.8347
1997-07-07 41 71.25 6.4856
1997-07-08 46 71 9.0042
1997-07-09 35 70.75 12.0615
1997-07-10 46 71 10.9806
1997-07-11 43 69.25 7.1061
1997-07-12 44 68.75 7.2861
1997-07-13 22 69.75 7.0072
1997-07-14 31 70.25 3.842
1997-07-15 28 70 -1.2757
1997-07-16 34 72.25 2.983
1997-07-17 41 71.5 5.0444
1997-07-18 31 71 5.7153
1997-07-19 40 69.5 7.9974
1997-07-20 32 69.5 15.4596
1997-07-21 37 70.25 9.477
1997-07-22 41 69.5 -4.7203
1997-07-23 31 70.25 5.4453
1997-07-24 52 68.75 10.0077
1997-07-25 30 69.5 7.5183
1997-07-26 43 68.5 10.9563
1997-07-27 36 68.75 11.6749
1997-07-28 36 69.25 4.9437
1997-07-29 37 69 4.1134
1997-07-30 28 70 5.0803
1997-07-31 48 71 9.0998
1997-08-01 45 74 1.9605
1997-08-02 47 77.25 7.4185
1997-08-03 43 76.75 9.5956
1997-08-04 41 76 3.1828
1997-08-05 53 79.5 6.7534
1997-08-06 46 79.25 3.5833
1997-08-07 58 75 0.3789
1997-08-08 46 73.5 3.0288
1997-08-09 45 72.75 3.41
1997-08-10 46 72.5 2.4464
1997-08-11 50 71.5 -0.648
1997-08-12 40 70.5 2.253
1997-08-13 36 71.25 6.7129
1997-08-14 27 72.5 12.8786
1997-08-15 41 71.5 10.2161
1997-08-16 46 70.75 4.8077
1997-08-17 41 72.75 6.7283
1997-08-18 50 73.75 -0.9822
1997-08-19 31 78.25 -9.5211
1997-08-20 42 76 -6.7905
1997-08-21 45 75 -5.2609
1997-08-22 35 74.75 2.6243
1997-08-23 37 78 11.9629
1997-08-24 25 77.5 7.3972
1997-08-25 38 76 -0.1377
1997-08-26 30 73.5 2.821
1997-08-27 31 76 3.6376
1997-08-28 48 73.5 5.0448
1997-08-29 36 73.25 5.137
1997-08-30 35 74.75 16.867
1997-08-31 30 75.25 22.342
1997-09-01 39 77.25 12.8846
1997-09-02 35 79.5 4.0283
1997-09-03 43 82 -0.8278
1997-09-04 51 83.25 4.3086
1997-09-05 46 79.25 -0.773
1997-09-06 39 77.75 2.4859
1997-09-07 41 76.75 1.5144
